0.120209,-0.186981
0.942017,0.936340
0.395996,0.999969
0.999969,0.646271
0.853088,-0.129578
0.037933,-0.865631
-0.319458,-1.000000
-0.630524,-0.261597
-0.174957,0.250305
-0.324768,0.721283
-0.925262,0.606598
0.566528,0.361908
0.596039,-0.404175
0.832642,-1.000000
0.999969,-0.740204
0.800903,0.112396
0.406128,0.645386
0.221069,0.999969
-0.308502,0.588898
-0.627075,-0.311005
-0.824799,-1.000000
-0.977051,-0.772522
-0.062164,-0.140411
0.694733,0.588623
0.891113,0.921326
0.999969,0.999969
0.999969,-0.090790
0.464203,-0.634064
0.065704,-0.687836
-0.708038,-0.708740
-0.702362,-0.076691
-1.000000,0.999969
-1.000000,0.919739
-0.511261,0.582458
-0.435699,-0.509918
0.999969,-0.859589
0.999969,-0.796570
0.775116,-0.275818
0.929840,0.604919
-0.270660,0.999969
-0.456726,0.467926
-0.900696,0.102020
-0.928650,-1.000000
-0.776794,-0.992065
-0.627228,-0.191895
0.105255,0.377899
0.586639,0.845184
0.999969,0.885315
0.999969,0.551971
0.955078,-0.146393
0.029449,-0.940582
-0.312988,-0.514221
-1.000000,-0.404907
-1.000000,0.132050
-0.902496,0.826447
-0.189392,0.701080
-0.172058,-0.083344
0.615051,-0.935089
0.850525,-0.694763
0.999969,-0.940002
0.538361,0.112579
0.337555,0.658539
-0.098999,0.837891
-0.461060,0.233765
-0.629700,-0.326935
-0.924683,-1.000000
-0.956940,-1.000000
-0.277924,-0.144897
0.196564,0.865814
0.999969,0.583832
0.862366,0.999969
0.999969,-0.252441
0.390869,-0.637024
0.086700,-0.751221
-0.794464,-0.236237
-1.000000,0.161163
-1.000000,0.906403
-0.597961,0.887573
-0.262177,0.194885
0.286438,-0.422974
0.999969,-0.894745
0.999969,-0.894318
0.945190,-0.082367
0.886963,0.999969
-0.179840,0.998322
-0.376282,0.825134
-0.714264,-0.215363
-1.000000,-0.933563
-0.733612,-1.000000
-0.590912,-0.357513
-0.034119,0.151093
0.730560,0.509644
0.999969,0.912872
0.999969,0.179260
0.474396,-0.469421
0.153839,-0.966949
-0.452332,-0.618835
-1.000000,0.145294
-1.000000,0.410736
-1.000000,0.657593
-0.246002,0.735809
-0.086548,-0.098999
0.645874,-1.000000
0.822144,-0.684296
0.999969,-0.426514
0.572906,0.410309
0.332062,0.999969
-0.164978,0.999969
-0.399139,0.563324
-1.000000,-0.637238
-1.000000,-1.000000
-0.719727,-0.519073
0.302826,-0.207397
0.292358,0.999969
0.999969,0.861938
0.999969,0.912109
0.999969,-0.402710
-0.108093,-1.000000
-0.266724,-0.729950
-0.977142,-0.687408
-0.324829,0.586029
-0.759399,0.999969
-0.315216,0.814697
-0.348541,0.091156
0.329132,-0.163452
0.785797,-1.000000
0.999969,-0.749634
0.784607,-0.153778
0.590729,0.599976
-0.570648,0.855408
-0.702606,0.914215
-1.000000,-0.364105
-1.000000,-1.000000
-0.593536,-1.000000
-0.159485,-0.170563
0.337769,0.189575
0.483673,0.999969
0.999969,0.517944
0.979248,0.082703
0.465179,-1.000000
0.005127,-0.880188
-0.590607,-0.511444
-1.000000,-0.041748
-1.000000,0.886566
-0.967682,0.999969
-0.549194,0.742859
-0.036011,-0.301575
0.587830,-0.691498
0.527222,-0.927063
0.999969,-0.421753
0.739746,0.523529
0.107483,0.941315
-0.441650,0.978943
-1.000000,0.043518
-0.772278,-0.895172
-0.876495,-1.000000
-0.593628,-0.357758
0.414062,0.074738
0.573242,0.699493
0.812195,0.999969
0.909271,0.456512
0.517548,-0.463776
-0.027893,-1.000000
0.234436,-1.000000
-0.411743,-0.188232
-0.924957,0.507812
-1.000000,0.999969
-0.725525,0.420013
-0.039459,0.295502
0.708954,-0.636719
0.603180,-1.000000
0.472839,-0.342346
0.457886,0.091156
0.404846,0.942780
-0.135040,0.992950
-0.606140,0.186340
-1.000000,-1.000000
-0.902832,-0.841187
-0.729950,-0.923187
0.080750,-0.301147
0.129456,0.717133
0.948456,0.844238
0.810272,0.857147
0.771851,-0.022339
0.557465,-1.000000
0.120331,-0.798798
-0.873352,-0.425964
-0.662048,0.556763
-0.827362,0.701416
-0.722290,0.723724
-0.266174,0.400330
0.281647,-0.334595
0.714081,-0.789795
0.998871,-0.814117
0.912445,-0.164703
0.716705,0.812286
0.341370,0.999969
-0.427643,0.864105
-0.947845,-0.093079
-0.853943,-0.944000
-0.740875,-0.863220
-0.560486,-0.591949
0.434723,0.383575
0.775757,0.999969
0.999969,0.999969
0.999969,0.408325
0.681915,-0.223999
-0.098511,-0.572021
